"","name","Log2FC_atac","FDR_atac","isDiff_1","Log2FC_rna","FDR_rna","isDiff_2"
"47","ABHD4",0.342826743005333,0.483851708612981,FALSE,-0.409565752624796,1,FALSE
"48","ABHD5",0.167251748989193,0.607077645973864,FALSE,-0.711381800930408,1,FALSE
"49","ABHD6",-0.0915210794953859,0.945664415973965,FALSE,0.0595822553877143,1,FALSE
"50","ABHD8",-0.138637397817305,0.881886168563109,FALSE,0.535515348486973,1,FALSE
"51","ABI1",-0.0552550664056181,0.964097152021439,FALSE,-0.0160885552877525,1,FALSE
"52","ABI2",-0.0164166747492309,0.830667100643726,FALSE,-0.588116000681405,1,FALSE
"53","ABI3",-0.00568977536580923,0.894322257362037,FALSE,-0.470855696838854,1,FALSE
"54","ABL1",0.230252154739901,0.469142188453573,FALSE,-0.202901143997595,1,FALSE
"55","ABL2",0.346879234029925,0.344164213824122,FALSE,0.112494178266986,1,FALSE
"56","ABLIM1",0.35040709464109,0.241079332416562,FALSE,-1.11222329601571,1,FALSE
"57","ABR",-0.152649091413836,0.931222944268081,FALSE,0.0629689439933583,1,FALSE
"58","ABRACL",0.163815555543263,0.574688436478966,FALSE,0.176779514166226,1,FALSE
"59","ABT1",0.0422130706447658,0.986032374282765,FALSE,0.166434634278593,1,FALSE
"60","ABTB1",-0.346902135965202,0.871884555162488,FALSE,-1.39910667837681,1,FALSE
"61","ABTB2",0.17472131891981,0.447062434554255,FALSE,0.858630358324777,1,FALSE
"62","ACAA1",0.0449104574125745,0.93764555378984,FALSE,-0.00874318165588672,1,FALSE
"63","ACAA2",-0.00423144978154383,0.93764555378984,FALSE,0.593705752363547,1,FALSE
"64","ACACA",0.110259554599687,0.761986863057122,FALSE,0.68249560240683,1,FALSE
"65","ACACB",0.547283449264017,0.318875750588138,FALSE,-0.588828618646445,1,FALSE
"66","ACAD10",0.114031241122119,0.628645987471269,FALSE,0.267743023646515,1,FALSE
"67","ACAD8",-0.308940318394777,0.947794000615617,FALSE,-0.743028431268693,1,FALSE
"68","ACAD9",0.588039955635331,0.82850458050389,FALSE,0.522202693742299,1,FALSE
"69","ACADM",-0.430378584458547,0.761065472767492,FALSE,-0.0880202170822892,1,FALSE
"70","ACADS",0.373293491965673,0.951796255325036,FALSE,0.368630801364712,1,FALSE
"71","ACADSB",-0.146849878268262,0.919466436547465,FALSE,-1.53215959470739,1,FALSE
"72","ACADVL",0.639203000691559,0.251050488943475,FALSE,0.37158650847962,3.90503681492901e-10,FALSE
"73","ACAP1",0.18943982519514,0.814120029099347,FALSE,0.809874530498089,1,FALSE
"74","ACAP2",0.0472409336623451,0.99537946983188,FALSE,-0.26587131969128,1,FALSE
"75","ACAP3",-0.00557406164929141,0.99621407867065,FALSE,0.459022899615539,1,FALSE
"76","ACAT1",0.210655257140722,0.98570225573964,FALSE,1.05409045187423,1,FALSE
"77","ACAT2",-0.0125251313894972,0.920574036707228,FALSE,0.269563459270884,1,FALSE
"78","ACBD3",0.485647177452716,0.230554533099955,FALSE,0.209581354442652,1,FALSE
"79","ACBD5",-0.140566628051519,0.964999370465627,FALSE,0.00522285593646554,1,FALSE
"80","ACBD6",-0.0177151420369244,0.885887188939777,FALSE,-0.820822777186222,1,FALSE
"81","ACCS",0.338803773983812,0.78364192625597,FALSE,-0.693910664704002,1,FALSE
"82","ACD",0.475218773347675,0.809100987266448,FALSE,-0.912892457877798,1,FALSE
"83","ACER3",-0.151438851652072,0.976379767378818,FALSE,0.903838869486334,0.329776775658642,FALSE
"84","ACIN1",0.24920157297975,0.831944263980136,FALSE,0.473015688999299,1.51802702028148e-10,FALSE
"85","ACLY",-0.12154017951978,0.932210947459655,FALSE,0.492836378065782,0.553268100174867,FALSE
"86","ACO1",0.299454874858211,0.835904166371808,FALSE,-0.000241904540345672,1,FALSE
"87","ACO2",-0.000387047712501318,0.729898847600532,FALSE,0.352684362847723,1,FALSE
"88","ACOT13",0.688402655043871,0.49590653867471,FALSE,0.100906203991773,1,FALSE
"89","ACOT8",-0.558021797428122,0.569016748612555,FALSE,0.0633207779277658,1,FALSE
"90","ACOT9",-0.539246101982198,0.493506182970771,FALSE,0.121186337677353,1,FALSE
"91","ACOX1",0.120418678050082,0.953777344349291,FALSE,-0.251896099144114,1,FALSE
"92","ACOX2",0.700346371271823,0.278728791412804,FALSE,1.6608235752666,1,FALSE
"93","ACOX3",0.190934010439211,0.454333648691618,FALSE,0.476570181492206,1,FALSE
"94","ACP1",-0.0155087166841394,0.928589647650263,FALSE,-0.171909222634606,1,FALSE
"95","ACP2",-0.474244260241791,0.715175326399586,FALSE,0.274465587809675,1,FALSE
"96","ACP5",-0.0182842520586095,0.991530700994703,FALSE,-0.874482910345822,1,FALSE
"97","ACRBP",-0.0634251250207508,0.931857720185414,FALSE,-0.377869009207046,1,FALSE
"98","ACSF2",-0.118358992667009,0.969794036350333,FALSE,-0.0258924242552867,1,FALSE
"99","ACSF3",-0.162539571100044,0.92730549386564,FALSE,0.419941590981288,1,FALSE
"100","ACSL1",-0.0269093989458245,0.955530716243384,FALSE,0.739211473951318,1.6360720887764e-37,TRUE
"101","ACSL3",0.027738814177023,0.643806254818729,FALSE,1.09831427688119,1,FALSE
"102","ACSL4",-0.188302792963699,0.685365313767522,FALSE,0.209593818061502,0.00186323510040789,FALSE
"103","ACSL5",0.0427303022331192,0.734328265138401,FALSE,0.379720675879549,1,FALSE
"104","ACSS1",-0.351309639244478,0.923205174976601,FALSE,-0.486942321290967,1,FALSE
"105","ACSS2",-0.144077667415737,0.950070459104852,FALSE,0.834251693742929,1,FALSE
"106","ACTA1",0.627598684055957,0.539385818243404,FALSE,0.900637884846353,1,FALSE
"107","ACTB",0.0220693551254198,0.804724363833301,FALSE,0.839363096082413,0,TRUE
"108","ACTG1",-0.221552181356496,0.746076084346723,FALSE,0.488148441842614,5.08489566057707e-116,FALSE
"109","ACTL6A",0.0146893931385759,0.981360968464258,FALSE,0.68249560240683,1,FALSE
"110","ACTN1",-0.247188817444386,0.481519060684999,FALSE,0.140185749336426,1,FALSE
"111","ACTN4",0.0316219900492374,0.971175040948274,FALSE,0.745868896472578,3.40436199680606e-06,TRUE
"112","ACTR10",-0.403991630734155,0.745513598937881,FALSE,0.336677655129421,1,FALSE
"113","ACTR1A",0.206644920966433,0.871884555162488,FALSE,0.362123370210326,1,FALSE
"114","ACTR1B",0.0987805858760058,0.892681368741,FALSE,-0.601688020254933,1,FALSE
"115","ACTR2",-0.0520285605413216,0.977105893978509,FALSE,0.265208214629997,1.7288423254871e-37,FALSE
"116","ACTR3",0.315690746642886,0.235361200304934,FALSE,0.698227270023325,7.89730221914075e-94,TRUE
"117","ACTR5",-0.151264211884976,0.90513136639643,FALSE,-0.392908408671187,1,FALSE
"118","ACTR6",-0.22264251440349,0.989322189063854,FALSE,-0.122753963507876,1,FALSE
"119","ACTR8",-0.131296006194483,0.692254787671739,FALSE,0.102555941210866,1,FALSE
"120","ACVR1",-0.0148314341076497,0.868904537861368,FALSE,-0.348298945623866,1,FALSE
"121","ACVR1B",-0.240820159723825,0.510463109352304,FALSE,-0.0726568915912091,1,FALSE
"122","ACVR2A",0.381024438202256,0.44614533368576,FALSE,0.266715096961854,1,FALSE
"123","ACVR2B",0.0468817770516013,0.370883685983137,FALSE,-0.39594246876082,1,FALSE
"124","ACVRL1",-0.0143787447625535,0.994161509565791,FALSE,2.00865580232938,1,FALSE
"125","ACYP1",-0.301607267131507,0.972625147892759,FALSE,0.404064494859296,1,FALSE
"126","ACYP2",-0.0779438555004093,0.816394001609987,FALSE,-0.713948417940546,1,FALSE
"127","ADA",0.628302313309243,0.298829339866263,FALSE,0.315268762070394,1,FALSE
"128","ADAM10",0.151029829807627,0.853540712737843,FALSE,0.507641253091726,1.39397843504879e-29,TRUE
"129","ADAM15",0.0760669825353889,0.974748222312082,FALSE,0.331551995074928,1,FALSE
"130","ADAM17",0.0168396652670198,0.949050539371555,FALSE,0.337956356778289,1,FALSE
"131","ADAM19",0.138988127237706,0.593261555895644,FALSE,0.386380959622361,1,FALSE
"132","ADAM28",0.139584823091028,0.527206272516416,FALSE,-1.05890748148325,1,FALSE
"133","ADAM8",0.141692518385298,0.690531673693379,FALSE,-0.432535482791899,1,FALSE
"134","ADAM9",-0.0555433373188765,0.99643068309267,FALSE,1.47083769523682,1,FALSE
"135","ADAMTS2",0.204945330700202,0.0454260810213293,FALSE,2.02855535976709,1,FALSE
"136","ADAMTS5",-0.325025828284351,0.585507586285843,FALSE,-4.05181805669693,1,FALSE
"137","ADAMTSL4",-0.425020734681044,0.66344729892667,FALSE,0.413639636944306,1,FALSE
"138","ADAP1",-0.0214716081787104,0.961437204800032,FALSE,-0.429932395545152,1,FALSE
"139","ADAP2",0.121250866526125,0.950295145480122,FALSE,1.19614298011785,1,FALSE
"140","ADAR",0.0676005776498151,0.893478875303855,FALSE,0.915492695280453,2.45408746606782e-135,TRUE
"141","ADARB1",0.078511345063093,0.691304393641859,FALSE,1.5792479584035,1,FALSE
"142","ADAT1",-0.404595011896142,0.588050267103844,FALSE,0.193777742244114,1,FALSE
"143","ADCK2",-0.121354452321017,0.910041764510173,FALSE,0.0819946187285501,1,FALSE
"144","ADCK5",0.0989648591562359,0.835015138944068,FALSE,-0.586154484348119,1,FALSE
"145","ADCY3",0.701988584033777,0.133275574450524,FALSE,2.37250976098445,1,FALSE
"146","ADCY7",-0.0428491411330085,0.921703132600419,FALSE,-0.0974142314704887,1,FALSE
"147","ADCY9",0.0375856691867842,0.975596002985718,FALSE,-0.541300248563859,1,FALSE
"148","ADD1",-0.287255449985274,0.972852918385019,FALSE,0.397118429246433,2.12099579733557e-12,FALSE
"149","ADD3",0.177137189824708,0.71126788291062,FALSE,0.416553606293581,4.87995035644144e-10,FALSE
"150","ADH5",0.247723838126635,0.832809304520653,FALSE,-0.00047368884444321,1,FALSE
"151","ADHFE1",-0.167313442263075,0.971938485689286,FALSE,0.0989446876584879,1,FALSE
"152","ADI1",-0.549562121000815,0.383050370386538,FALSE,-0.331043153086328,1,FALSE
"153","ADIPOR1",-0.135810941032105,0.734328265138401,FALSE,-0.573413566259757,1,FALSE
"154","ADIPOR2",0.110752558800711,0.885700125976976,FALSE,0.11633131985553,1,FALSE
"155","ADK",-0.0785284767586246,0.907734620172737,FALSE,-0.293372735120272,1,FALSE
"156","ADM",0.192158700320131,0.973798615365718,FALSE,-0.476893770834966,1,FALSE
"157","ADNP",0.123327067178086,0.831944263980136,FALSE,-0.248198753093372,1,FALSE
"158","ADNP2",0.282516789844512,0.782331032130635,FALSE,-0.188921571155242,1,FALSE
"159","ADO",-0.172540597988614,0.865221618558405,FALSE,-0.736979386595888,1,FALSE
"160","ADORA2B",0.063054368792545,0.888778742549093,FALSE,2.33194750321702,1,FALSE
"161","ADPGK",-0.380232250122882,0.562334389377184,FALSE,-0.181843587614241,1,FALSE
"162","ADPRH",-0.186966042229179,0.641514524667266,FALSE,0.943067460701807,1,FALSE
"163","ADPRM",0.220553066507765,0.979274404151104,FALSE,-0.293372735120273,1,FALSE
"164","ADRB2",0.0181897896418999,0.652390153469265,FALSE,0.703352132846866,1,FALSE
"165","ADRM1",-0.0277352179947359,0.905017947343314,FALSE,-0.0247940648258442,1,FALSE
"166","ADSL",0.113142917655319,0.856114444746537,FALSE,0.0992786835022965,1,FALSE
"167","AEBP2",0.031891705971725,0.92948835498109,FALSE,-0.0808778813188553,1,FALSE
"168","AEN",0.137669751684364,0.955163985738537,FALSE,-0.595935505140704,1,FALSE
"169","AFAP1",-0.157160113009237,0.638793709017451,FALSE,-1.5672954570968,1,FALSE
"170","AFF1",0.116761405790632,0.741057753050758,FALSE,-0.2890811254879,1,FALSE
"171","AFF2",-0.472855855754623,0.156708480337228,FALSE,-2.37743699990875,1,FALSE
"172","AFF3",0.0157489969696571,0.910478962055834,FALSE,-1.93080265573557,1,FALSE
"173","AFF4",-0.150993260237911,0.920473604351697,FALSE,-0.139230730918888,1,FALSE
"174","AFG3L2",-0.143978579180814,0.635325458897274,FALSE,-0.367227582431809,1,FALSE
"175","AFMID",0.0475805016868971,1,FALSE,-0.778799562290515,1,FALSE
"176","AFTPH",-0.127158942378519,0.948568664847614,FALSE,0.595503350350902,3.75048006534643e-06,TRUE
"177","AGA",-0.0859988540728292,0.82416099930915,FALSE,-0.202770186339366,1,FALSE
"178","AGAP1",0.191863893623023,0.454634284150665,FALSE,-1.32628735759301,1,FALSE
"179","AGAP2",0.274748897419344,0.442588755228015,FALSE,0.49250245952688,1,FALSE
"180","AGAP3",-0.294104544035287,0.56777023918963,FALSE,-0.776907502949306,1,FALSE
"181","AGAP4",-0.184169473278901,0.874404777062818,FALSE,0.481067564464596,1,FALSE
"182","AGAP6",0.975428020807017,0.658377814845791,FALSE,0.145912310405248,1,FALSE
"183","AGBL5",-0.185143093881054,0.946217185871359,FALSE,-0.167841853036414,1,FALSE
"184","AGER",0.203477210047494,0.964471226799614,FALSE,0.54443354855276,1,FALSE
"185","AGFG1",-0.0769474218554047,0.883448775015493,FALSE,0.438393952371614,0.000397721789421444,FALSE
"186","AGGF1",-0.159109921208822,0.816394001609987,FALSE,0.774469910660778,1,FALSE
"187","AGK",0.141539260621638,0.831944263980136,FALSE,0.0936503879889745,1,FALSE
"188","AGL",-0.350649229925144,0.945664415973965,FALSE,-0.685140455076269,1,FALSE
"189","AGO1",-0.073892483548331,0.976739603699545,FALSE,-0.325694022178152,1,FALSE
"190","AGO2",0.136896008686904,0.919466436547465,FALSE,-0.0121631014479657,1,FALSE
"191","AGO3",0.0962442078893887,0.373193333514177,FALSE,-0.0847006177361687,1,FALSE
"192","AGO4",0.0961755962906704,0.837175327007732,FALSE,-0.35219473568264,1,FALSE
"193","AGPAT2",0.366259974197917,0.675941775578065,FALSE,0.527733157197143,1,FALSE
"194","AGPAT3",0.176826061336703,0.487743838266017,FALSE,0.596592719119036,1.32947994991376e-22,TRUE
"195","AGPAT4",-0.127864618406639,0.95680822734222,FALSE,0.0831906163439351,1,FALSE
"196","AGPAT5",0.330769322676571,0.715175326399586,FALSE,-0.64321196849134,1,FALSE
"197","AGPS",-0.198501146118399,0.994241068705545,FALSE,0.256507306445438,1,FALSE
"198","AGTPBP1",0.130927903135914,0.512104153461517,FALSE,-0.504982819528084,1,FALSE
"199","AGTRAP",0.171620276652513,0.897005306001208,FALSE,-0.226146828003723,1,FALSE
"200","AHCTF1",-0.392251085098559,0.425501987849691,FALSE,-0.165169175794607,1,FALSE
"201","AHCY",0.278525333765278,0.475161966334191,FALSE,-0.560694499357165,1,FALSE
"202","AHCYL1",0.185844366331151,0.635325458897274,FALSE,-0.078553533488626,1,FALSE
"203","AHCYL2",-0.35988950270321,0.388450028199655,FALSE,-0.207332904053581,1,FALSE
"204","AHDC1",0.0333544362938006,0.93764555378984,FALSE,-0.495006596289923,1,FALSE
"205","AHI1",0.165407088606703,0.713099854414438,FALSE,1.33667765512942,1,FALSE
"206","AHNAK",0.169781681758484,0.457925829915304,FALSE,0.0815888754271263,8.67084633101715e-14,FALSE
"207","AHR",-0.0223701118448826,0.96222481611872,FALSE,-1.3040887494912,5.24570989633816e-56,TRUE
"208","AHSA1",0.0345799450779804,0.919466436547465,FALSE,0.516909536688854,1,FALSE
"209","AIDA",-0.00623825622607709,0.962771837036354,FALSE,0.0202877437834887,1,FALSE
"210","AIF1",0.155682804577688,0.998620558384723,FALSE,-0.0389101394042024,0.478103549911308,FALSE
"211","AIFM1",-0.244260633261252,0.610254012171257,FALSE,0.784199506958071,1,FALSE
"212","AIFM3",0.350225045116234,0.665975867421971,FALSE,-0.339595751880919,1,FALSE
"213","AIG1",-0.156894207718416,0.929775154982191,FALSE,-0.134383211359116,1,FALSE
"214","AIM2",0.0459484651576187,0.762244461364079,FALSE,1.08008566040717,1,FALSE
"215","AIMP1",-0.0172962958820005,0.58330368449048,FALSE,0.621379978261216,1,FALSE
"216","AIMP2",-0.0181972710648427,0.830213910259934,FALSE,0.102555941210866,1,FALSE
"217","AIP",0.406765165408664,0.799473138672139,FALSE,0.0336682831607416,1,FALSE
"218","AK2",0.152796942727996,0.568644296902674,FALSE,0.0826887969005679,1,FALSE
"219","AK3",0.146108540136363,0.789595957229762,FALSE,0.539170519028165,1,FALSE
"220","AK4",0.299177905768306,0.192116357309301,FALSE,1.00865580232938,1,FALSE
"221","AK9",0.168220114750325,0.878414690648094,FALSE,0.0285553597670889,1,FALSE
"222","AKAP1",0.264227206753215,0.408238265690582,FALSE,-0.198513548778831,1,FALSE
"223","AKAP10",-0.294659864299886,0.666853023179176,FALSE,0.197484368735678,1,FALSE
"224","AKAP11",0.445487532685562,0.381079654019261,FALSE,-0.588116000681405,1,FALSE
"225","AKAP12",-0.174278441031225,0.96025337338436,FALSE,-2.38422616557139,1,FALSE
"226","AKAP13",0.159023200728933,0.625137106522964,FALSE,0.391737139411498,1.42598402693869e-39,FALSE
"227","AKAP7",-0.196410231795671,0.98109152035338,FALSE,0.0605454740115263,1,FALSE
"228","AKAP8",0.0856964395539719,0.924569775427022,FALSE,0.0951925527973798,1,FALSE
"229","AKAP8L",-0.0412303001647506,0.666444375417975,FALSE,0.422036715679486,1,FALSE
"230","AKAP9",-0.0151168403280411,0.825134651665056,FALSE,0.102555941210867,0.526870273036077,FALSE
"231","AKIP1",0.338413325591768,0.529582070151026,FALSE,0.777593786233871,1,FALSE
"232","AKIRIN1",-0.451057571038968,0.686883415809982,FALSE,-0.302987823996994,1,FALSE
"233","AKIRIN2",0.131302517166312,0.63939205566253,FALSE,-0.710672778894706,1,FALSE
"234","AKNA",0.15976716700588,0.685365313767522,FALSE,-0.942046317445709,0.000220478806443732,TRUE
"235","AKR1A1",-0.350866253460544,0.613231863948436,FALSE,0.230573990919255,1,FALSE
"236","AKR1B1",-0.360573773570611,0.977105893978509,FALSE,-1.99582879885987,1,FALSE
"237","AKR1C3",0.146765318958071,0.209391355110869,FALSE,-0.697269676793916,1,FALSE
"238","AKR7A2",0.641304975626598,0.371106343531671,FALSE,-0.53564858078727,1,FALSE
"239","AKT1",-0.224511054050667,0.867618569419387,FALSE,-0.251275198078855,1,FALSE
"240","AKT1S1",0.212317026248776,0.593608329068279,FALSE,0.074359049380214,1,FALSE
"241","AKT2",-0.531652550961522,0.903208199687092,FALSE,0.200959645271861,1,FALSE
"242","AKT3",0.19465517433613,0.652131385402658,FALSE,0.660167953787067,1,FALSE
"243","AKTIP",0.28086557868658,0.76715401869049,FALSE,0.187253105786147,1,FALSE
"244","ALAD",-0.418771112599933,0.850339029604641,FALSE,0.0189266585693124,1,FALSE
"245","ALAS1",0.500696250364121,0.369851606025886,FALSE,0.450019128205366,1,FALSE
"246","ALCAM",0.046690466222355,0.926434080373233,FALSE,1.63317813723927,1,FALSE
"247","ALDH16A1",-0.174858345588437,0.55617319088109,FALSE,-0.494170008826128,1,FALSE
"248","ALDH18A1",-0.176050889977521,0.998978221383337,FALSE,0.800286372093972,1,FALSE
"249","ALDH1A1",-0.10038744750134,0.979274404151104,FALSE,-3.0803358683467,0.117876600092455,FALSE
"250","ALDH1L2",0.210306612064713,0.705876911531246,FALSE,2.31806197696207,1,FALSE
"251","ALDH2",-0.0135631893856086,0.961437204800032,FALSE,-0.953024701166453,9.11888936890609e-24,TRUE
"252","ALDH3A2",0.219394208968292,0.762244461364079,FALSE,-0.129755012772508,1,FALSE
"253","ALDH3B1",0.186317480223391,0.663763578552458,FALSE,-0.301108383899878,1,FALSE
"254","ALDH4A1",-0.2054893606722,0.89823921518138,FALSE,1.35048345465445,1,FALSE
"255","ALDH6A1",-0.183741059901068,0.839650533155896,FALSE,0.217317003222258,1,FALSE
"256","ALDH9A1",0.279964684112942,0.639643111828608,FALSE,0.255603141841629,1,FALSE
"257","ALDOA",0.112849361998018,0.920971829733548,FALSE,0.353727309334018,6.06785718795584e-49,FALSE
"258","ALG1",0.0722287719934434,0.960828937011072,FALSE,-0.0198076617943101,1,FALSE
"259","ALG11",0.670000265076393,0.445214937690834,FALSE,0.474957029955267,1,FALSE
"260","ALG12",0.0519110677218675,0.981284718736787,FALSE,0.504993403710077,1,FALSE
"261","ALG13",-0.220302279112539,0.818681908426696,FALSE,-0.407141610077847,1,FALSE
"262","ALG14",0.139887880120836,0.818163261130913,FALSE,0.324540187402169,1,FALSE
"263","ALG2",-0.267399214500417,0.843836020348152,FALSE,0.2884224865222,1,FALSE
"264","ALG3",0.0415445270116786,0.991139440262419,FALSE,-0.0284755852692893,1,FALSE
"265","ALG5",-0.150009274540651,0.919484319118776,FALSE,-0.528662150471162,1,FALSE
"266","ALG6",-0.389518689186276,0.554322671004965,FALSE,0.159449426618041,1,FALSE
"267","ALG8",0.606331382640935,0.764737087013761,FALSE,-0.206661101926942,1,FALSE
"268","ALG9",0.140876149149577,0.755408854759538,FALSE,0.00208314840589896,1,FALSE
"269","ALKBH1",0.0120275536901568,0.712163204021566,FALSE,-0.283030790898814,1,FALSE
"270","ALKBH2",0.430664270382114,0.830457340516497,FALSE,-1.08692185765285,1,FALSE
"271","ALKBH3",-0.0212813622218419,0.900773043344726,FALSE,-0.51458696525944,1,FALSE
"272","ALKBH4",0.459227792338779,0.892451954801202,FALSE,0.584455394885783,1,FALSE
"273","ALKBH5",-0.326190814899441,0.689353272323393,FALSE,-0.188979497920056,1,FALSE
"274","ALKBH7",0.391644020397724,0.640074328069827,FALSE,-0.601040136882466,1,FALSE
"275","ALKBH8",-0.0576679894351758,0.766404156495294,FALSE,-0.308885734491597,1,FALSE
"276","ALMS1",0.117734425378893,0.904598254707233,FALSE,-0.61914289630203,1,FALSE
"277","ALOX15B",-0.297654140539459,0.814891320289285,FALSE,-1.671884358374,1,FALSE
"278","ALOX5",-0.286303677262197,0.438472796978002,FALSE,0.139294658180362,0.00327722411268188,FALSE
"279","ALOX5AP",0.0316905793953429,0.992767264110706,FALSE,-0.304019979319782,1,FALSE
"280","ALPK1",0.0617432627917193,0.500571111786859,FALSE,1.11797028060083,1,FALSE
"281","ALPL",0.674721194440093,0.0414891052410366,TRUE,-3.80938788212394,1,FALSE
"282","ALS2",-0.285401875541201,0.97115628247466,FALSE,0.383968876359514,1,FALSE
"283","ALYREF",-0.41706411598425,0.472858037493641,FALSE,-0.389848990610153,1,FALSE
"284","AMBRA1",-0.0385283533990552,0.766537625296764,FALSE,-0.233251742682702,1,FALSE
"285","AMD1",0.0737532917001138,0.761870493939857,FALSE,-0.347431862071094,1,FALSE
"286","AMDHD2",-0.0364263204129785,0.921786211077912,FALSE,-1.80794590795003,1,FALSE
"287","AMER1",-0.253615115193278,0.790683197967596,FALSE,-0.407543755039583,1,FALSE
"288","AMFR",0.302787346208125,0.461462810519452,FALSE,-1.05833780919909,1,FALSE
"289","AMIGO2",0.145035200140507,0.909251151129938,FALSE,0.695980020680219,1,FALSE
"290","AMMECR1",-0.542061869458022,0.593978470389572,FALSE,0.413845515651881,1,FALSE
"291","AMMECR1L",-0.29657721182801,0.590116260187077,FALSE,0.0285553597670898,1,FALSE
"292","AMPD2",0.177227301633133,0.799205065572794,FALSE,-0.559348416266189,1,FALSE
"293","AMPD3",0.380501405016163,0.118906937204453,FALSE,0.766282069773101,1,FALSE
"294","AMT",0.156908885166953,0.972783297315831,FALSE,-0.778799562290515,1,FALSE
"295","AMZ2",-0.416441441571311,0.454726999959022,FALSE,-0.633626643415962,1,FALSE
"296","ANAPC1",-0.51033608887606,0.619466161103149,FALSE,-0.645754626549349,1,FALSE
